"eventID","occurrenceID","organismQuantity","organismQuantityType","occurrenceStatus","basisOfRecord","scientificName","kingdom","phylum","class","order","family","genus","genericName","specificEpithet","taxonRank","vernacularName","taxonomicStatus"
"LIE-1992-CYACAE","LIE-1992-CYACAE_1",22,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1992-FICHYP","LIE-1992-FICHYP_1",2,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-1992-PARMAJ","LIE-1992-PARMAJ_1",27,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1993-CYACAE","LIE-1993-CYACAE_1",12,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1993-FICHYP","LIE-1993-FICHYP_1",2,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-1993-PARMAJ","LIE-1993-PARMAJ_1",41,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1994-CYACAE","LIE-1994-CYACAE_1",19,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1994-FICHYP","LIE-1994-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-1994-PARMAJ","LIE-1994-PARMAJ_1",47,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1995-CYACAE","LIE-1995-CYACAE_1",25,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1995-PARMAJ","LIE-1995-PARMAJ_1",40,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1996-CYACAE","LIE-1996-CYACAE_1",23,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1996-PARMAJ","LIE-1996-PARMAJ_1",62,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1997-CYACAE","LIE-1997-CYACAE_1",24,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1997-FICHYP","LIE-1997-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-1997-PARMAJ","LIE-1997-PARMAJ_1",36,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1998-CYACAE","LIE-1998-CYACAE_1",20,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1998-FICHYP","LIE-1998-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-1998-PARMAJ","LIE-1998-PARMAJ_1",38,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-1999-CYACAE","LIE-1999-CYACAE_1",23,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-1999-PARMAJ","LIE-1999-PARMAJ_1",27,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2000-CYACAE","LIE-2000-CYACAE_1",22,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2000-PARMAJ","LIE-2000-PARMAJ_1",31,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2001-CYACAE","LIE-2001-CYACAE_1",26,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2001-PARMAJ","LIE-2001-PARMAJ_1",31,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2002-CYACAE","LIE-2002-CYACAE_1",30,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2002-FICHYP","LIE-2002-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2002-PARMAJ","LIE-2002-PARMAJ_1",34,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2003-CYACAE","LIE-2003-CYACAE_1",29,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2003-PARMAJ","LIE-2003-PARMAJ_1",45,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2003-PERATE","LIE-2003-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"LIE-2004-CYACAE","LIE-2004-CYACAE_1",24,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2004-PARMAJ","LIE-2004-PARMAJ_1",33,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2005-CYACAE","LIE-2005-CYACAE_1",22,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2005-PARMAJ","LIE-2005-PARMAJ_1",52,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2006-CYACAE","LIE-2006-CYACAE_1",24,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2006-FICHYP","LIE-2006-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2006-PARMAJ","LIE-2006-PARMAJ_1",44,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2006-SITEUR","LIE-2006-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2007-CYACAE","LIE-2007-CYACAE_1",19,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2007-PARMAJ","LIE-2007-PARMAJ_1",57,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2007-SITEUR","LIE-2007-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2008-CYACAE","LIE-2008-CYACAE_1",27,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2008-FICHYP","LIE-2008-FICHYP_1",4,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2008-PARMAJ","LIE-2008-PARMAJ_1",51,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2008-SITEUR","LIE-2008-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2009-CYACAE","LIE-2009-CYACAE_1",22,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2009-FICHYP","LIE-2009-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2009-PARMAJ","LIE-2009-PARMAJ_1",63,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2009-SITEUR","LIE-2009-SITEUR_1",4,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2010-CYACAE","LIE-2010-CYACAE_1",35,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2010-FICHYP","LIE-2010-FICHYP_1",3,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2010-PARMAJ","LIE-2010-PARMAJ_1",44,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2010-SITEUR","LIE-2010-SITEUR_1",6,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2011-CYACAE","LIE-2011-CYACAE_1",29,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2011-FICHYP","LIE-2011-FICHYP_1",5,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2011-PARMAJ","LIE-2011-PARMAJ_1",41,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2011-SITEUR","LIE-2011-SITEUR_1",3,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2012-CYACAE","LIE-2012-CYACAE_1",26,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2012-FICHYP","LIE-2012-FICHYP_1",4,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2012-PARMAJ","LIE-2012-PARMAJ_1",44,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2012-SITEUR","LIE-2012-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2013-CYACAE","LIE-2013-CYACAE_1",15,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2013-FICHYP","LIE-2013-FICHYP_1",4,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2013-PARMAJ","LIE-2013-PARMAJ_1",44,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2013-SITEUR","LIE-2013-SITEUR_1",3,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2014-CYACAE","LIE-2014-CYACAE_1",10,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2014-FICHYP","LIE-2014-FICHYP_1",6,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2014-PARMAJ","LIE-2014-PARMAJ_1",60,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2014-SITEUR","LIE-2014-SITEUR_1",7,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2015-CYACAE","LIE-2015-CYACAE_1",20,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2015-FICHYP","LIE-2015-FICHYP_1",3,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2015-PARMAJ","LIE-2015-PARMAJ_1",55,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2015-SITEUR","LIE-2015-SITEUR_1",7,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2016-CYACAE","LIE-2016-CYACAE_1",23,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2016-FICHYP","LIE-2016-FICHYP_1",3,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2016-PARMAJ","LIE-2016-PARMAJ_1",50,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2016-SITEUR","LIE-2016-SITEUR_1",5,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2017-CYACAE","LIE-2017-CYACAE_1",20,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2017-FICHYP","LIE-2017-FICHYP_1",4,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2017-PARMAJ","LIE-2017-PARMAJ_1",55,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2017-SITEUR","LIE-2017-SITEUR_1",7,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2018-CYACAE","LIE-2018-CYACAE_1",23,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2018-FICHYP","LIE-2018-FICHYP_1",3,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2018-PARMAJ","LIE-2018-PARMAJ_1",60,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2018-SITEUR","LIE-2018-SITEUR_1",7,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2019-CYACAE","LIE-2019-CYACAE_1",10,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2019-FICHYP","LIE-2019-FICHYP_1",6,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2019-PARMAJ","LIE-2019-PARMAJ_1",74,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2019-SITEUR","LIE-2019-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2020-CYACAE","LIE-2020-CYACAE_1",24,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2020-FICHYP","LIE-2020-FICHYP_1",7,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2020-PARMAJ","LIE-2020-PARMAJ_1",43,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2020-SITEUR","LIE-2020-SITEUR_1",10,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2021-CYACAE","LIE-2021-CYACAE_1",34,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2021-FICHYP","LIE-2021-FICHYP_1",13,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2021-PARMAJ","LIE-2021-PARMAJ_1",33,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2021-SITEUR","LIE-2021-SITEUR_1",6,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"LIE-2022-CYACAE","LIE-2022-CYACAE_1",29,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"LIE-2022-FICHYP","LIE-2022-FICHYP_1",12,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"LIE-2022-PARMAJ","LIE-2022-PARMAJ_1",41,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"LIE-2022-SITEUR","LIE-2022-SITEUR_1",6,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"OOS-1956-CYACAE","OOS-1956-CYACAE_1",1,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"OOS-1956-PARMAJ","OOS-1956-PARMAJ_1",4,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"OOS-1957-CYACAE","OOS-1957-CYACAE_1",10,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"OOS-1957-PARMAJ","OOS-1957-PARMAJ_1",9,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"OOS-1958-CYACAE","OOS-1958-CYACAE_1",5,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"OOS-1958-PARMAJ","OOS-1958-PARMAJ_1",12,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"OOS-1959-CYACAE","OOS-1959-CYACAE_1",5,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"OOS-1959-PARMAJ","OOS-1959-PARMAJ_1",16,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"OOS-1960-CYACAE","OOS-1960-CYACAE_1",9,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
